Format Version,1.23,Take Name,Take 2022-05-02 03.27.18 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-05-02 03.27.19.810 PM,Capture Start Frame,231020,Total Frames in Take,1505,Total Exported Frames,1505,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Atlas:Marker1,Atlas:Marker1,Atlas:Marker1,Atlas:Marker2,Atlas:Marker2,Atlas:Marker2,Atlas:Marker3,Atlas:Marker3,Atlas:Marker3,Unlabeled 1003,Unlabeled 1003,Unlabeled 1003,Unlabeled 1005,Unlabeled 1005,Unlabeled 1005,Unlabeled 1006,Unlabeled 1006,Unlabeled 1006,Unlabeled 1007,Unlabeled 1007,Unlabeled 1007
,ID,"C66A0","C66A0","C66A0","C6D90","C6D90","C6D90","C6DB0","C6DB0","C6DB0","C5E80","C5E80","C5E80","C7620","C7620","C7620","C7630","C7630","C7630","C7640","C7640","C7640"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
80,0.666000,-7376.976074,2352.366211,-2136.292236,-7268.952637,2355.164795,-2028.202271,-7287.812500,2350.631592,-2156.115234,-3639.457520,199.190491,2679.329590,-7323.809570,2420.715332,-1522.298584,,,,,,
81,0.675000,-7376.434570,2353.336426,-2136.329590,-7267.993164,2355.353271,-2027.905884,-7286.628418,2350.592529,-2155.609131,-3639.440186,199.168259,2679.317871,,,,,,,,,
82,0.683000,-7377.383301,2355.759766,-2135.760986,-7266.996582,2355.355225,-2027.471069,-7285.670898,2350.668945,-2155.264893,-3639.456055,199.158188,2679.319092,,,,,,,,,
83,0.691000,-7374.291992,2353.099854,-2135.110107,-7265.946289,2355.300781,-2026.912964,-7284.651367,2350.662109,-2154.791504,-3639.434326,199.160904,2679.301270,,,,,,,,,
84,0.700000,-7373.596191,2353.405029,-2135.101318,-7264.979004,2355.382812,-2026.523804,-7283.646484,2350.682861,-2154.370361,-3639.449463,199.190979,2679.313965,,,,,,,,,
85,0.708000,-7371.768555,2352.266113,-2134.068848,-7264.008789,2355.412598,-2026.112305,-7282.807617,2350.794678,-2154.038818,-3639.446533,199.192856,2679.304199,,,,,,,,,
86,0.716000,-7371.791504,2353.654053,-2134.415039,-7263.187012,2355.474854,-2025.740112,-7281.852539,2350.782715,-2153.599121,-3639.463623,199.126480,2679.334717,,,,,,,,,
87,0.725000,-7370.010254,2352.333008,-2133.319824,-7262.156250,2355.486816,-2025.289307,-7280.929688,2350.848877,-2153.160156,-3639.466064,199.154434,2679.316650,,,,,,,,,
88,0.733000,-7369.024902,2352.142578,-2132.843750,-7261.304199,2355.515625,-2024.874023,-7279.969238,2350.777100,-2152.749756,-3639.479736,199.193405,2679.332520,,,,,,,,,
89,0.741000,-7370.772461,2355.664795,-2132.948242,-7260.475586,2355.546631,-2024.505615,-7279.213867,2350.862793,-2152.467773,-3639.442139,199.218109,2679.297852,,,,,,,,,
90,0.750000,-7367.526855,2352.584961,-2132.179199,-7259.673828,2355.667725,-2024.182373,-7278.273926,2350.870361,-2152.031006,-3639.463867,199.172729,2679.297119,,,,,,,,,
91,0.758000,-7367.233887,2353.302490,-2132.178955,-7258.829102,2355.635010,-2023.759399,-7277.491699,2350.926025,-2151.662598,-3639.455322,199.136795,2679.335205,,,,,,,,,
92,0.766000,-7366.702637,2353.536133,-2132.088135,-7258.066406,2355.624756,-2023.371460,-7276.722656,2350.902588,-2151.305664,-3639.447754,199.172531,2679.330322,-7313.729980,2421.531006,-1516.887573,,,,,,
93,0.775000,-7365.177246,2352.630615,-2131.183594,-7257.352539,2355.813477,-2023.151123,-7275.955566,2350.993896,-2150.942871,-3639.467773,199.229599,2679.343018,,,,,,,,,
94,0.783000,-7364.283691,2352.410889,-2130.806152,-7256.574707,2355.758789,-2022.760376,-7275.145996,2350.959229,-2150.558838,-3639.470703,199.183823,2679.311279,,,,,,,,,
95,0.791000,-7366.100098,2355.744629,-2130.860352,-7255.840332,2355.730957,-2022.319092,-7274.467285,2350.961914,-2150.275635,-3639.425781,199.155533,2679.291748,,,,,,,,,
96,0.800000,-7362.987305,2352.768066,-2130.249023,-7255.192383,2355.932617,-2022.144775,-7273.704590,2351.005615,-2149.849609,-3639.455811,199.191330,2679.303223,,,,,,,,,
97,0.808000,-7361.925293,2352.123291,-2129.615234,-7254.471191,2355.902832,-2021.764038,-7272.976074,2350.969727,-2149.481689,-3639.450195,199.216553,2679.340576,,,,,,,,,
98,0.816000,-7362.225586,2353.458496,-2129.996338,-7253.790527,2355.901855,-2021.379028,-7272.422852,2351.063965,-2149.273193,-3639.451660,199.193756,2679.329346,,,,,,,,,
99,0.825000,-7361.995605,2353.996338,-2129.981934,-7253.035645,2355.824951,-2020.974121,-7271.700195,2351.050781,-2148.967285,-3639.419678,199.158310,2679.289062,,,,,,,,,
100,0.833000,-7362.796387,2355.833252,-2129.115967,-7252.534180,2355.936523,-2020.736938,-7271.168457,2351.127686,-2148.712158,-3639.437256,199.167007,2679.314209,,,,,,,,,
101,0.841000,-7362.332520,2355.953125,-2128.799316,-7252.100098,2356.028809,-2020.567383,-7270.602539,2351.162598,-2148.382568,-3639.450684,199.191177,2679.303711,,,,,,,,,
102,0.850000,-7361.803223,2356.028564,-2128.575439,-7251.303711,2355.894043,-2020.034302,-7269.942383,2351.131348,-2148.042725,-3639.446289,199.176666,2679.297852,,,,,,,,,
