Format Version,1.23,Take Name,Take 2022-04-30 06.22.42 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-30 06.22.42.472 PM,Capture Start Frame,579695,Total Frames in Take,8474,Total Exported Frames,8474,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,SensorHead:Marker1,SensorHead:Marker1,SensorHead:Marker1,SensorHead:Marker2,SensorHead:Marker2,SensorHead:Marker2,SensorHead:Marker3,SensorHead:Marker3,SensorHead:Marker3,SensorHead:Marker4,SensorHead:Marker4,SensorHead:Marker4,Unlabeled 1179,Unlabeled 1179,Unlabeled 1179,Unlabeled 1180,Unlabeled 1180,Unlabeled 1180
,ID,"6E8AF301C8DC11ECB1695D6E8D90CCB9","6E8AF301C8DC11ECB1695D6E8D90CCB9","6E8AF301C8DC11ECB1695D6E8D90CCB9","6E8AF300C8DC11ECB1695D6E8D90CCB9","6E8AF300C8DC11ECB1695D6E8D90CCB9","6E8AF300C8DC11ECB1695D6E8D90CCB9","6E8AF2FFC8DC11ECB1695D6E8D90CCB9","6E8AF2FFC8DC11ECB1695D6E8D90CCB9","6E8AF2FFC8DC11ECB1695D6E8D90CCB9","6E8AF2FEC8DC11ECB1695D6E8D90CCB9","6E8AF2FEC8DC11ECB1695D6E8D90CCB9","6E8AF2FEC8DC11ECB1695D6E8D90CCB9","25B2D9A781AC8D111EC","25B2D9A781AC8D111EC","25B2D9A781AC8D111EC","2512D9A781AC8D111EC","2512D9A781AC8D111EC","2512D9A781AC8D111EC"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
45,0.375000,-1265.448975,1012.116211,697.925354,-1225.393188,1006.730347,770.540466,-1157.213135,1002.535217,766.598572,-1169.361816,1006.189697,642.834106,,,,,,
46,0.383000,-1265.432983,1012.104858,697.926941,-1225.371826,1006.738037,770.550110,-1157.223755,1002.536560,766.584167,-1169.359985,1006.185913,642.820618,,,,,,
47,0.391000,-1265.427002,1012.118103,697.940491,-1225.367432,1006.734619,770.547974,-1157.227173,1002.529602,766.594543,-1169.369995,1006.183289,642.838318,,,,,,
48,0.400000,-1265.416626,1012.115479,697.941162,-1225.384033,1006.753662,770.547241,-1157.213135,1002.538696,766.597290,-1169.379761,1006.198853,642.829468,,,,,,
49,0.408000,-1265.448486,1012.112732,697.920593,-1225.382202,1006.763428,770.542725,-1157.220947,1002.556458,766.591309,-1169.354614,1006.195435,642.818237,,,,,,
50,0.416000,-1265.438232,1012.125854,697.927185,-1225.405029,1006.754272,770.536987,-1157.219971,1002.575989,766.591431,-1169.364624,1006.196350,642.831299,,,,,,
51,0.425000,-1265.437622,1012.131104,697.917297,-1225.407593,1006.779785,770.526794,-1157.220337,1002.581238,766.583374,-1169.386353,1006.208435,642.812927,,,,,,
52,0.433000,-1265.453125,1012.130493,697.923950,-1225.409790,1006.786011,770.535828,-1157.219604,1002.595215,766.584595,-1169.384277,1006.221069,642.813110,,,,,,
53,0.441000,-1265.447021,1012.138855,697.927246,-1225.403198,1006.791565,770.532471,-1157.229248,1002.585876,766.585693,-1169.385254,1006.214050,642.811890,,,,,,
54,0.450000,-1265.436523,1012.156006,697.926697,-1225.401733,1006.769897,770.517639,-1157.226196,1002.577637,766.584106,-1169.369995,1006.216187,642.830261,,,,,,
55,0.458000,-1265.434570,1012.135254,697.921143,-1225.405029,1006.764404,770.522522,-1157.229736,1002.556580,766.568542,-1169.374146,1006.197571,642.817566,,,,,,
