Format Version,1.23,Take Name,Take 2022-04-30 06.18.20 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-30 06.18.21.094 PM,Capture Start Frame,548330,Total Frames in Take,6289,Total Exported Frames,6289,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
49,0.408000,-948.648315,1011.150024,1122.180542,-900.467773,1006.412598,1191.500366,-834.502686,1001.455688,1180.082275,-858.216125,1005.630737,1058.572754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.416000,-948.629150,1011.168213,1122.198242,-900.465881,1006.414429,1191.486816,-834.501587,1001.464111,1180.080200,-858.245667,1005.628723,1058.559937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.425000,-948.632141,1011.172546,1122.183960,-900.449951,1006.396790,1191.486084,-834.515686,1001.460205,1180.078491,-858.240417,1005.621887,1058.568359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.433000,-948.647095,1011.161438,1122.193359,-900.468933,1006.429077,1191.490845,-834.517029,1001.447937,1180.082520,-858.230164,1005.628235,1058.581787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.441000,-948.639526,1011.139893,1122.196655,-900.457092,1006.378174,1191.497681,-834.491333,1001.437439,1180.090332,-858.211853,1005.622620,1058.588135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.450000,-948.645264,1011.135681,1122.186401,-900.464294,1006.375549,1191.486694,-834.496094,1001.412842,1180.102417,-858.224792,1005.622009,1058.582886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.458000,-948.621765,1011.155151,1122.217896,-900.458557,1006.371826,1191.500000,-834.508606,1001.411316,1180.096924,-858.204163,1005.625610,1058.591309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.466000,-948.630981,1011.152771,1122.207886,-900.467712,1006.366821,1191.499390,-834.508118,1001.420288,1180.094360,-858.197998,1005.604980,1058.604004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.475000,-948.620544,1011.142639,1122.205688,-900.462708,1006.371521,1191.503418,-834.502991,1001.415161,1180.096924,-858.200012,1005.613342,1058.588257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.483000,-948.636169,1011.143921,1122.204224,-900.458435,1006.367432,1191.492798,-834.499695,1001.427307,1180.110107,-858.216309,1005.613464,1058.582031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.491000,-948.626709,1011.161804,1122.179932,-900.455627,1006.401550,1191.493286,-834.521912,1001.434937,1180.083008,-858.230957,1005.620605,1058.576416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.500000,-948.646851,1011.166687,1122.196289,-900.470947,1006.397705,1191.483032,-834.513489,1001.454468,1180.069458,-858.227844,1005.626221,1058.564819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.508000,-948.635132,1011.176208,1122.189087,-900.458008,1006.422852,1191.496338,-834.504028,1001.469238,1180.080566,-858.245667,1005.626099,1058.564941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.516000,-948.648376,1011.164551,1122.191162,-900.483582,1006.421326,1191.484253,-834.519653,1001.475708,1180.080566,-858.248535,1005.634277,1058.567505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.525000,-948.633301,1011.173828,1122.196045,-900.481873,1006.418701,1191.490234,-834.532837,1001.454590,1180.069580,-858.232971,1005.622620,1058.576538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.533000,-948.640503,1011.159058,1122.194824,-900.483459,1006.393799,1191.483765,-834.530579,1001.449097,1180.077881,-858.242859,1005.606506,1058.571167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.541000,-948.638489,1011.122131,1122.194214,-900.465820,1006.387695,1191.492554,-834.513184,1001.429688,1180.099976,-858.222839,1005.614380,1058.584229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.550000,-948.630249,1011.157959,1122.204956,-900.468201,1006.377075,1191.498779,-834.513306,1001.422546,1180.105225,-858.205933,1005.621887,1058.593506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.558000,-948.624817,1011.152161,1122.213257,-900.487732,1006.390564,1191.502563,-834.487427,1001.412292,1180.107300,-858.194702,1005.611877,1058.589600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.566000,-948.610352,1011.143799,1122.220215,-900.472595,1006.377319,1191.503906,-834.491089,1001.426331,1180.105957,-858.189453,1005.605591,1058.593506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.575000,-948.634338,1011.147400,1122.205444,-900.452820,1006.383911,1191.507812,-834.504272,1001.421570,1180.102173,-858.203918,1005.617615,1058.591309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.583000,-948.613403,1011.142639,1122.211426,-900.462646,1006.379944,1191.496582,-834.497742,1001.439087,1180.108643,-858.197815,1005.623718,1058.586548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.591000,-948.621887,1011.141052,1122.207642,-900.447144,1006.389526,1191.497070,-834.507019,1001.447937,1180.090454,-858.217041,1005.621338,1058.580078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
