Format Version,1.23,Take Name,Planes_1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-05-03 03.43.57.867 PM,Capture Start Frame,84322,Total Frames in Take,1243,Total Exported Frames,1243,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
351,2.924000,-4064.625732,2059.533936,-1901.032471,-4155.575195,2070.978760,-1909.973999,-4082.199219,2070.865967,-1773.748047,-4149.304199,2081.167725,-1784.828613,-4156.326660,1288.545410,-4265.055664,-3632.230957,21.628122,-3739.634033,-2928.466309,1236.832031,-3394.300537,-3476.371582,634.191895,393.129639,-3063.051025,1877.695557,593.789429,-2855.375000,638.159180,-848.759521,-2456.309082,1877.828857,-659.423950,-6638.412109,254.266434,35.770370,-5234.354980,1100.053101,-53.193233,-4302.144531,1102.082520,-106.178596,,,,,,,,,,-3639.841797,200.660843,2684.522217,,,,1705.107178,380.877075,370.633392,,,,,,,,,,-3026.160889,13.547724,-2352.320557,-2910.340820,1845.064697,-2396.517334,-2579.361572,11.256285,-1229.953857,-2477.856201,1845.020996,-1275.993774
352,2.933000,-4064.458008,2059.578125,-1901.338867,-4155.583496,2070.979004,-1909.984985,-4082.203857,2070.854492,-1773.752319,-4149.319336,2081.151367,-1784.837158,,,,,,,,,,-3476.390625,634.171692,393.134766,-3063.046387,1877.673828,593.770996,-2855.371582,638.111084,-848.787659,-2456.316650,1877.836304,-659.395630,-6638.425293,254.264954,35.768806,-5234.358398,1100.024414,-53.211658,-4302.147949,1102.047485,-106.185242,-4156.329590,1288.449097,-4265.112793,-3632.239014,21.639357,-3739.605713,-2926.429443,1238.379761,-3389.982422,-3639.795654,200.749893,2684.584229,-5698.570312,3665.637939,-3627.981201,,,,,,,,,,,,,-3026.152100,13.579012,-2352.302490,-2910.350586,1845.097656,-2396.529541,-2579.379883,11.241167,-1229.947388,-2477.859131,1845.005371,-1275.986938
353,2.941000,-4064.448242,2059.590088,-1901.336182,-4155.588867,2070.981445,-1909.986938,-4082.204834,2070.856201,-1773.750488,-4149.323242,2081.135986,-1784.823853,-4156.308594,1288.515503,-4265.086914,-3632.246826,21.673967,-3739.563721,-2928.488770,1236.835205,-3394.287842,-3476.393066,634.171936,393.132843,-3062.669434,1876.759644,593.842712,-2855.362793,638.090637,-848.794800,-2456.311279,1877.850464,-659.391663,-6638.424316,254.250168,35.756130,-5234.361816,1100.007324,-53.199986,-4302.145508,1102.026855,-106.203308,,,,,,,,,,-3639.829102,200.821457,2684.587158,,,,1705.091919,380.863342,370.638275,,,,,,,,,,-3026.168945,13.574316,-2352.312988,-2910.344971,1845.080322,-2396.520020,-2579.390625,11.207958,-1229.940430,-2477.851807,1844.994507,-1276.000732
354,2.950000,-4064.437012,2059.607666,-1901.320435,-4155.566895,2070.971436,-1909.966919,-4082.200928,2070.875244,-1773.731323,-4149.315430,2081.144531,-1784.824585,,,,,,,,,,-3476.393555,634.182556,393.140564,-3062.616455,1876.646851,593.820374,-2855.385986,638.105164,-848.788330,-2456.312988,1877.822632,-659.406067,-6638.419922,254.288071,35.727055,-5234.359863,1100.031006,-53.205723,-4302.396484,1101.817139,-106.564354,-4156.355469,1288.398682,-4265.271973,-3632.241455,21.665548,-3739.622803,-2926.397217,1238.482178,-3389.929932,-3639.772949,200.692886,2684.507812,,,,1705.095947,380.876648,370.642334,,,,,,,,,,-3026.170410,13.579782,-2352.291992,-2910.343018,1845.089233,-2396.511230,-2579.408203,11.252732,-1229.956543,-2477.849365,1845.018555,-1275.973022
355,2.958000,-4064.433105,2059.618408,-1901.337769,-4155.584473,2070.989502,-1909.972046,-4082.196777,2070.871582,-1773.734375,-4149.312500,2081.174805,-1784.831299,,,,,,,,,,-3476.380615,634.222046,393.129456,-3063.012451,1876.952148,593.702271,-2855.367676,638.123108,-848.771118,-2456.151611,1877.060547,-658.891235,-6638.407715,254.346130,35.745754,-5234.352051,1100.062378,-53.187290,-4302.136719,1102.073120,-106.199417,-4156.321777,1288.514160,-4265.078125,-3632.257080,21.650181,-3739.625977,-2926.369141,1238.477051,-3389.934326,-3639.698242,200.300064,2684.434082,-5698.559082,3665.629883,-3627.981201,,,,,,,,,,,,,-3026.173340,13.583391,-2352.278564,-2910.350830,1845.092041,-2396.512207,-2579.404053,11.292921,-1229.954712,-2477.859375,1845.029053,-1275.982178
356,2.966000,-4064.435547,2059.633057,-1901.334839,-4155.560547,2070.971680,-1909.967529,-4082.195312,2070.867432,-1773.736084,-4149.313477,2081.155273,-1784.826660,,,,,,,,,,-3476.395508,634.246216,393.132874,-3063.052490,1877.652222,593.786743,-2855.363037,638.140198,-848.776550,-2456.142822,1877.050415,-658.851685,-6638.408691,254.345352,35.735344,-5234.358887,1100.047974,-53.189400,-4302.121094,1102.077026,-106.190964,-4156.316406,1288.511841,-4265.103516,-3632.242432,21.672945,-3739.577881,-2926.374512,1238.502075,-3389.963135,-3639.772217,200.650391,2684.544922,,,,,,,,,,,,,,,,-3026.172607,13.581848,-2352.300537,-2910.349609,1845.094727,-2396.504395,-2579.377686,11.247241,-1229.931152,-2477.857910,1845.031006,-1275.986206
357,2.975000,-4064.435547,2059.644287,-1901.326538,-4155.564941,2070.963867,-1909.972778,-4082.200928,2070.854492,-1773.740234,-4149.317383,2081.124756,-1784.823364,,,,,,,,,,-3476.385742,634.198669,393.129120,-3063.053223,1877.680176,593.769165,-2855.384521,638.090637,-848.796265,-2456.164307,1877.063965,-658.833008,-6638.433594,254.326248,35.724140,-5234.353516,1100.030518,-53.206097,-4302.135254,1102.030273,-106.192856,-4156.329102,1288.476929,-4265.106445,-3632.233887,21.621119,-3739.625244,-2926.372314,1238.490112,-3389.951660,-3639.837402,200.881546,2684.579834,-5698.566895,3665.652832,-3627.973389,,,,,,,,,,,,,-3026.156982,13.572398,-2352.299805,-2910.355225,1845.122070,-2396.481445,-2579.443115,10.717236,-1229.868652,-2477.857178,1845.013916,-1275.979736
358,2.983000,-4064.436035,2059.617920,-1901.334717,-4155.566406,2070.968018,-1909.974121,-4082.199219,2070.843750,-1773.751221,-4149.315918,2081.119385,-1784.829956,,,,,,,,,,-3476.399414,634.188660,393.130157,-3063.063477,1877.670166,593.773804,-2855.376953,638.083679,-848.789185,-2456.177246,1877.006592,-658.825134,-6638.429199,254.327454,35.713970,-5234.363770,1100.035889,-53.206680,-4302.135254,1102.019653,-106.206100,-4156.318359,1288.523560,-4265.074707,-3632.239746,21.644258,-3739.614990,-2926.333984,1238.511353,-3389.923584,-3639.823242,200.744904,2684.539307,,,,,,,,,,,,,,,,-3026.176025,13.601154,-2352.278564,-2910.336914,1845.091431,-2396.488525,-2579.443359,10.712329,-1229.870972,-2477.859131,1844.998901,-1275.973633
359,2.991000,-4064.433594,2059.631104,-1901.329102,-4155.560059,2070.971436,-1909.971680,-4082.193359,2070.857666,-1773.747559,-4149.322754,2081.132324,-1784.808960,,,,,,,,,,-3476.382080,634.213928,393.123627,-3063.061279,1877.692871,593.784363,-2855.375000,638.107544,-848.776123,-2456.171631,1877.009155,-658.842285,-6638.424805,254.344437,35.712433,-5234.358398,1100.053223,-53.197052,-4302.133301,1102.063843,-106.197983,-4156.303711,1288.505493,-4265.104004,-3632.224609,21.691904,-3739.582520,-2926.343750,1238.527832,-3389.911865,-3639.781494,200.613632,2684.506592,,,,,,,,,,,,,,,,-3026.160889,13.577550,-2352.277832,-2910.351807,1845.116455,-2396.500488,-2579.391113,11.224725,-1229.951538,-2477.860107,1845.035278,-1275.972534
360,3.000000,-4064.425537,2059.625732,-1901.328857,-4155.546387,2070.982910,-1909.968140,-4082.189453,2070.883301,-1773.742432,-4149.318848,2081.160889,-1784.827271,,,,,,,,,,-3476.393066,634.249023,393.135712,-3063.050781,1877.702881,593.785034,-2855.367432,638.143982,-848.783020,-2456.145752,1877.029175,-658.848633,-6638.402832,254.348694,35.732605,-5234.348145,1100.079224,-53.190952,-4302.127441,1102.072998,-106.185005,-4156.336914,1288.486450,-4265.134766,-3632.220703,21.702005,-3739.544922,-2926.371338,1238.481323,-3389.941650,-3639.763428,200.604202,2684.543701,,,,1705.100342,380.838470,370.650421,,,,,,,,,,-3026.158691,13.582684,-2352.286621,-2910.357422,1845.149536,-2396.482666,-2579.411377,11.280691,-1229.950073,-2477.856689,1845.060791,-1275.974487
361,3.008000,-4064.426025,2059.619873,-1901.324707,-4155.540527,2070.982666,-1909.972168,-4082.187744,2070.877197,-1773.749634,-4149.312500,2081.126709,-1784.825928,,,,,,,,,,-3476.371826,634.225891,393.109314,-3062.636963,1876.728027,593.824829,-2855.359863,638.121399,-848.787354,-2456.151855,1877.045410,-658.833740,-6638.421875,254.333817,35.734425,-5234.353027,1100.048584,-53.207233,-4302.122070,1102.073486,-106.191833,-4156.341797,1288.444336,-4265.189453,-3632.235107,21.676262,-3739.572998,-2926.401367,1238.457153,-3389.930176,-3639.807861,200.776672,2684.577881,,,,,,,,,,,,,,,,-3026.172363,13.622098,-2352.264893,-2910.338379,1845.104370,-2396.483643,-2579.401367,11.246891,-1229.925781,-2477.856445,1845.048828,-1275.968384
362,3.016000,-4064.443604,2059.608887,-1901.332520,-4155.543457,2070.967529,-1909.971069,-4082.189453,2070.854736,-1773.762695,-4149.316895,2081.125000,-1784.836426,,,,,,,,,,-3476.378418,634.174438,393.127441,-3062.632080,1876.659302,593.839722,-2855.376465,638.080627,-848.800537,-2456.160400,1877.017334,-658.816528,-6638.440918,254.288879,35.747704,-5234.369629,1100.028809,-53.210888,-4302.144043,1102.032349,-106.203262,-4156.341309,1288.467163,-4265.120117,-3632.215332,21.695168,-3739.549561,-2926.409180,1238.427979,-3389.940674,-3639.813477,200.755280,2684.579834,,,,1705.114014,380.870575,370.633514,,,,,,,,,,-3026.158203,13.583415,-2352.283936,-2910.344482,1845.096802,-2396.493164,-2579.392578,11.227185,-1229.940552,-2477.864258,1845.026978,-1275.967896
363,3.024000,-4064.437012,2059.591553,-1901.324707,-4155.549805,2070.986816,-1909.975952,-4082.196777,2070.858154,-1773.755859,-4149.311523,2081.115967,-1784.820435,,,,,,,,,,-3476.387939,634.177002,393.133209,-3063.006104,1877.542236,593.788025,-2855.384277,638.093933,-848.786926,-2456.296875,1877.750000,-659.326721,-6638.441406,254.262772,35.754761,-5234.370117,1100.017578,-53.210884,-4302.139160,1102.034546,-106.203667,-4156.341797,1288.471802,-4265.137207,-3632.238037,21.701065,-3739.523926,-2926.414307,1238.415894,-3389.967285,-3639.781982,200.635406,2684.534424,,,,,,,,,,,,,,,,-3026.157471,13.611953,-2352.280518,-2910.350098,1845.116455,-2396.494141,-2579.380615,11.240895,-1229.957764,-2477.863037,1845.012329,-1275.973145
364,3.033000,-4064.601807,2059.551758,-1901.036743,-4155.549805,2070.992920,-1909.976929,-4082.195801,2070.876709,-1773.756226,-4149.312012,2081.168945,-1784.832153,-4156.327637,1288.478027,-4265.170898,-3632.237793,21.676306,-3739.600586,-2928.468018,1236.800293,-3394.312012,-3476.370361,634.194397,393.146240,-3063.057373,1877.695557,593.774292,-2855.359619,638.129150,-848.779480,-2456.311279,1877.878906,-659.418213,-6638.435059,254.298859,35.790524,-5234.357910,1100.062744,-53.187111,-4302.136230,1102.082153,-106.189812,,,,,,,,,,-3639.803223,200.654129,2684.520752,,,,1705.099121,380.848328,370.631683,,,,,,,,,,-3026.174561,13.617327,-2352.263916,-2910.354736,1845.142944,-2396.490234,-2579.391113,11.274239,-1229.941406,-2477.857178,1845.023438,-1275.977417
365,3.041000,-4064.592773,2059.560303,-1901.025879,-4155.542480,2071.008789,-1909.989258,-4082.186279,2070.885010,-1773.755859,-4149.304199,2081.168945,-1784.841309,-4156.312012,1288.505127,-4265.078125,-3632.232910,21.710014,-3739.551758,-2928.470947,1236.802979,-3394.318115,-3476.368652,634.185730,393.127930,-3063.060303,1877.725098,593.769043,-2855.368652,638.149597,-848.784668,-2456.298096,1877.896606,-659.411194,-6638.436523,254.307236,35.781708,-5234.358887,1100.074829,-53.196308,-4302.138672,1102.069824,-106.202301,,,,,,,,,,-3639.822266,200.757736,2684.541016,,,,,,,,,,,,,,,,-3026.187988,13.623013,-2352.278076,-2910.351807,1845.120972,-2396.497070,-2579.388184,11.284094,-1229.971436,-2477.850586,1845.040161,-1275.983032
366,3.049000,-4064.602783,2059.556152,-1901.002808,-4155.545898,2070.984375,-1909.969604,-4082.183350,2070.871094,-1773.766235,-4149.299316,2081.128906,-1784.843994,-4156.331055,1288.494019,-4265.098633,-3632.228760,21.658978,-3739.595215,-2928.482666,1236.791382,-3394.333008,-3476.362793,634.173767,393.118195,-3062.677002,1876.810547,593.825623,-2855.372314,638.115845,-848.773987,-2456.302002,1877.904419,-659.398438,-6638.431152,254.286346,35.766079,-5234.354980,1100.042603,-53.204365,-4302.142090,1102.058350,-106.200378,,,,,,,,,,-3639.823975,200.780884,2684.603760,-5698.568359,3665.651123,-3627.968262,1705.104736,380.852722,370.630188,,,,,,,,,,-3026.171631,13.599078,-2352.278076,-2910.333496,1845.092773,-2396.500244,-2579.385010,11.230351,-1229.953003,-2477.857666,1845.056274,-1275.972046
367,3.058000,-4064.622314,2059.567871,-1901.004028,-4155.550293,2070.979248,-1909.965332,-4082.184814,2070.871338,-1773.756104,-4149.304199,2081.110352,-1784.846558,,,,,,,,,,-3476.359619,634.144775,393.108887,-3063.040039,1877.632690,593.773743,-2855.391846,638.081116,-848.787292,-2456.308594,1877.846436,-659.406189,-6638.445312,254.252289,35.758247,-5234.372070,1100.018921,-53.217018,-4302.155762,1102.017578,-106.197334,-4156.320312,1288.480713,-4265.106445,-3632.223389,21.655279,-3739.575928,-2926.409668,1238.364136,-3389.955078,-3639.817139,200.650650,2684.579590,,,,1703.505859,382.050293,370.617737,,,,,,,,,,-3026.176514,13.588302,-2352.253418,-2910.341309,1845.117798,-2396.516602,-2579.389648,11.251029,-1229.949829,-2477.864746,1845.043335,-1275.955078
368,3.066000,-4064.455566,2059.618896,-1901.298706,-4155.548340,2070.981689,-1909.972412,-4082.180908,2070.875244,-1773.764893,-4149.302734,2081.135254,-1784.839478,,,,,,,,,,-3476.365723,634.178894,393.111298,-3063.050293,1877.674072,593.781311,-2855.389648,638.092163,-848.768433,-2456.310791,1877.858765,-659.411499,-6638.441895,254.282623,35.748985,-5234.367188,1100.030884,-53.204422,-4302.149414,1102.054077,-106.190239,-4156.334473,1288.504517,-4265.085449,-3632.241943,21.716362,-3739.549561,-2926.402832,1238.442505,-3389.942627,-3639.809814,200.654678,2684.552734,,,,,,,,,,,,,,,,-3026.173584,13.609714,-2352.241699,-2910.342285,1845.138306,-2396.501465,-2579.392090,11.238711,-1229.943848,-2477.867188,1845.028809,-1275.949585
369,3.075000,-4064.438232,2059.624512,-1901.351562,-4155.536133,2070.986816,-1909.980713,-4082.186279,2070.884766,-1773.762939,-4149.303711,2081.196777,-1784.864746,,,,,,,,,,-3476.363037,634.204468,393.112183,-3063.040527,1877.729736,593.776917,-2855.380859,638.142639,-848.768555,-2456.136963,1877.057129,-658.839111,-6638.433594,254.367706,35.747047,-5234.364746,1100.063721,-53.193600,-4302.126465,1102.107422,-106.183754,-4156.313477,1288.481689,-4265.107910,-3632.226318,21.696962,-3739.594727,-2926.349609,1238.471924,-3389.976318,-3639.808105,200.760788,2684.530762,-5698.600586,3665.679443,-3627.995117,1705.086792,380.852325,370.616180,,,,,,,,,,-3026.181885,13.622512,-2352.280029,-2910.363770,1845.160889,-2396.498779,-2579.357910,11.253582,-1229.956543,-2477.864990,1845.038818,-1275.968140
370,3.083000,-4064.590088,2059.592773,-1901.045288,-4155.547363,2071.007324,-1910.002441,-4082.190430,2070.887939,-1773.763794,-4149.292969,2081.205811,-1784.867676,,,,,,,,,,-3476.381348,634.230408,393.129883,-3063.041260,1877.722412,593.771667,-2855.380615,638.155029,-848.745361,-2456.133301,1877.070190,-658.851501,-6638.433105,254.382462,35.762707,-5234.349609,1100.075562,-53.198425,-4302.117188,1102.099243,-106.189041,-4156.321777,1288.498169,-4265.074707,-3632.237549,21.675795,-3739.624756,-2926.383545,1238.513306,-3389.937500,-3639.802734,200.702576,2684.564697,-5698.592285,3665.671143,-3628.000977,1703.515381,382.018768,370.637177,,,,,,,,,,-3026.186523,13.610600,-2352.259033,-2910.362549,1845.174438,-2396.525635,-2579.361572,11.296470,-1229.926392,-2477.866211,1845.064575,-1275.966919
371,3.091000,-4064.600830,2059.593750,-1901.022949,-4155.541504,2070.986816,-1909.989380,-4082.179443,2070.866211,-1773.770264,-4149.305176,2081.135498,-1784.854370,,,,,,,,,,-3476.392822,634.181763,393.119537,-3063.054443,1877.688599,593.772156,-2855.374512,638.108215,-848.762512,-2456.147705,1877.022949,-658.836121,-6638.448730,254.323456,35.726147,-5234.364746,1100.025635,-53.204617,-4302.130859,1102.065430,-106.190742,-4156.317871,1288.470825,-4265.129883,-3632.235840,21.685970,-3739.585205,-2926.384766,1238.495850,-3389.888916,-3639.816406,200.680862,2684.547119,,,,1704.960327,380.940765,370.643555,,,,,,,,,,-3026.183105,13.613518,-2352.269043,-2910.331787,1845.119385,-2396.507568,-2579.365967,11.224048,-1229.943115,-2477.866943,1845.042480,-1275.965576
372,3.100000,-4064.440186,2059.648926,-1901.331177,-4155.550293,2070.964600,-1909.982910,-4082.188232,2070.868652,-1773.758667,-4149.298828,2081.108154,-1784.854492,,,,,,,,,,-3476.398438,634.182190,393.136414,-3062.625732,1876.645020,593.812012,-2855.385498,638.086243,-848.778748,-2456.151367,1877.019165,-658.859680,-6638.441406,254.296097,35.718624,-5234.361816,1100.011353,-53.217152,-4302.142578,1102.039185,-106.194214,-4156.325195,1288.462646,-4265.132812,-3632.231445,21.637129,-3739.631104,-2926.376709,1238.493408,-3389.875977,-3639.803955,200.678177,2684.562744,,,,,,,,,,,,,,,,-3026.198486,13.626409,-2352.263184,-2910.332764,1845.106323,-2396.512695,-2579.404541,11.237147,-1229.962036,-2477.865234,1845.041138,-1275.952881
373,3.108000,-4064.445068,2059.658691,-1901.329346,-4155.543945,2070.974365,-1909.978271,-4082.183350,2070.862305,-1773.757690,-4149.293945,2081.134277,-1784.847534,,,,,,,,,,-3476.388184,634.221375,393.135773,-3063.032471,1877.643555,593.781677,-2855.382812,638.123657,-848.768188,-2456.156494,1877.051636,-658.824890,-6638.432617,254.330154,35.735600,-5234.364746,1100.041016,-53.192810,-4302.117188,1102.075073,-106.193916,-4156.328125,1288.507446,-4265.103516,-3632.252441,21.673456,-3739.574951,-2926.356201,1238.485352,-3389.952393,-3639.805664,200.662476,2684.577637,,,,1705.098633,380.862915,370.638367,,,,,,,,,,-3026.160400,13.594995,-2352.281738,-2910.347900,1845.104126,-2396.506348,-2579.393311,11.251094,-1229.949097,-2477.863037,1845.050903,-1275.952881
374,3.116000,-4064.426514,2059.655273,-1901.354980,-4155.534668,2070.991455,-1909.986084,-4082.171387,2070.878662,-1773.757080,-4149.301758,2081.198486,-1784.861816,,,,,,,,,,-3476.376709,634.244141,393.139618,-3063.044189,1877.747192,593.792908,-2855.378174,638.174988,-848.755554,-2456.597168,1878.648193,-659.556458,-6638.420898,254.356735,35.737373,-5234.356934,1100.086670,-53.183002,-4302.110840,1102.098633,-106.192566,-4156.321289,1288.489258,-4265.143066,-3632.237305,21.707262,-3739.555176,-2926.354736,1238.483521,-3389.874023,-3639.833252,200.707199,2684.571533,-5698.580078,3665.661621,-3627.981201,1705.106567,380.865326,370.612061,,,,,,,,,,-3026.189697,13.625657,-2352.268555,-2910.355225,1845.122559,-2396.491699,-2579.375000,11.289030,-1229.945923,-2477.856445,1845.060181,-1275.972900
375,3.125000,-4064.421631,2059.640625,-1901.355713,-4155.538574,2070.994141,-1909.996094,-4082.168213,2070.884033,-1773.778076,-4149.287598,2081.173828,-1784.865845,,,,,,,,,,-3476.370850,634.227844,393.131989,-3063.047363,1877.724121,593.780457,-2855.371582,638.138733,-848.770203,-2456.637451,1878.789551,-659.626465,-6638.437988,254.346878,35.750267,-5234.351562,1100.056641,-53.186024,-4302.107910,1102.082153,-106.210045,-4156.320312,1288.491211,-4265.130859,-3632.236084,21.618904,-3739.664795,-2926.348145,1238.496582,-3389.957275,-3639.846680,200.712265,2684.536865,,,,,,,,,,,,,,,,-3026.170898,13.620204,-2352.291504,-2910.339600,1845.152100,-2396.515869,-2579.364746,11.231501,-1229.955444,-2477.863770,1845.052734,-1275.971069
376,3.133000,-4064.588135,2059.567383,-1901.057617,-4155.536133,2070.973877,-1910.004028,-4082.176758,2070.850342,-1773.782227,-4149.302246,2081.131836,-1784.868652,,,,,,,,,,-3476.381836,634.179077,393.131683,-3063.051025,1877.675537,593.746887,-2855.389404,638.122559,-848.783386,-2456.177490,1877.076782,-658.846985,-6638.451660,254.292633,35.729675,-5234.372559,1100.013672,-53.209145,-4302.140625,1102.017700,-106.204865,-4156.318848,1288.455444,-4265.121582,-3632.243408,21.692169,-3739.560547,-2926.374023,1238.462769,-3389.928223,-3639.829834,200.682846,2684.541992,-5698.584473,3665.655273,-3627.989258,,,,,,,,,,,,,-3026.145508,13.572392,-2352.285400,-2910.353516,1845.125610,-2396.540283,-2579.385010,11.210616,-1229.985107,-2477.856445,1845.030762,-1275.975342
377,3.141000,-4064.450195,2059.604980,-1901.334351,-4155.548340,2070.960693,-1910.006104,-4082.177734,2070.858154,-1773.787598,-4149.301270,2081.125000,-1784.871704,-4156.327637,1288.492188,-4265.100586,-3632.244385,21.686405,-3739.579102,-2928.492432,1236.770752,-3394.387939,-3476.383057,634.173035,393.135864,-3063.052490,1877.646851,593.769836,-2855.379150,638.100647,-848.771118,-2456.598877,1878.608643,-659.566956,-6638.441895,254.264526,35.727108,-5234.375000,1100.016846,-53.214687,-4302.151855,1102.022949,-106.196609,,,,,,,,,,-3639.816406,200.732132,2684.573975,,,,1703.484985,382.043884,370.637878,,,,,,,,,,-3026.164795,13.602859,-2352.289307,-2910.335938,1845.117432,-2396.532227,-2579.378174,11.225934,-1229.979248,-2477.860352,1845.014404,-1275.960571
378,3.149000,-4064.435059,2059.625000,-1901.355225,-4155.545898,2070.980225,-1910.004028,-4082.175293,2070.866211,-1773.779907,-4149.292480,2081.166748,-1784.875122,,,,,,,,,,-3476.374268,634.182007,393.129761,-3063.044922,1877.686890,593.778931,-2855.385254,638.117310,-848.766785,-2456.629395,1878.761108,-659.639832,-6638.419922,254.299545,35.739788,-5234.360840,1100.041870,-53.201298,-4302.131836,1102.069824,-106.182770,-4156.305664,1288.520386,-4265.070801,-3632.241943,21.698942,-3739.566895,-2926.386475,1238.441528,-3389.972656,-3639.797852,200.660614,2684.567139,-5698.583984,3665.659912,-3627.974609,1704.913330,381.002014,370.618256,,,,,,,,,,-3026.182373,13.578866,-2352.297119,-2910.346191,1845.130615,-2396.503906,-2579.390137,11.260371,-1229.982422,-2477.857666,1845.037842,-1275.957397
379,3.158000,-4064.421631,2059.621094,-1901.356201,-4155.537109,2070.980713,-1909.997559,-4082.171387,2070.875732,-1773.780762,-4149.292969,2081.208496,-1784.905029,,,,,,,,,,-3476.319580,634.674072,393.037781,-3062.601562,1876.681641,593.786194,-2855.375732,638.165039,-848.782715,-2456.311768,1877.913452,-659.427185,-6638.417480,254.327393,35.778683,-5234.356934,1100.085083,-53.185215,-4302.124023,1102.097412,-106.181488,-4156.302734,1288.515503,-4265.067871,-3632.234375,21.697601,-3739.566650,-2926.416016,1238.430298,-3389.960693,-3639.799805,200.613983,2684.545166,,,,1705.604614,381.457367,371.312653,,,,,,,,,,-3026.175537,13.578561,-2352.307373,-2910.350586,1845.129883,-2396.502197,-2579.360840,11.224776,-1229.984009,-2477.857178,1845.060913,-1275.968140
380,3.166000,-4064.431152,2059.608398,-1901.364258,-4155.559082,2071.005859,-1910.017212,-4082.175293,2070.868408,-1773.792847,-4149.293945,2081.176758,-1784.899780,-4156.315918,1288.470825,-4265.107910,-3632.248535,21.599552,-3739.675781,-2928.476562,1236.774414,-3394.344482,-3476.366943,634.199951,393.118683,-3062.595215,1876.655151,593.806213,-2855.369385,638.135254,-848.777588,-2456.303223,1877.863281,-659.406067,-6638.424316,254.283493,35.763374,-5234.358887,1100.060791,-53.202557,-4302.132812,1102.072388,-106.200035,,,,,,,,,,-3639.817139,200.687943,2684.582520,-5698.556152,3665.629639,-3627.960205,,,,,,,,,,,,,-3026.176270,13.610150,-2352.283936,-2910.335449,1845.128662,-2396.532227,-2579.384766,11.234506,-1229.968506,-2477.854492,1845.041992,-1275.964966
381,3.174000,-4064.591797,2059.557129,-1901.105103,-4155.545898,2070.978760,-1910.015137,-4082.175293,2070.864502,-1773.792847,-4149.287598,2081.145264,-1784.874023,-4156.318359,1288.513062,-4265.050781,-3632.238281,21.645117,-3739.607910,-2928.460693,1236.809692,-3394.278809,-3476.387939,634.143005,393.131012,-3062.999512,1877.557373,593.784302,-2855.383301,638.124573,-848.770691,-2456.312256,1877.843384,-659.387512,-6638.446777,254.255356,35.745438,-5234.365723,1100.030518,-53.214794,-4302.370605,1101.848145,-106.536140,,,,,,,,,,-3639.823486,200.714584,2684.582520,,,,,,,,,,,,,,,,-3026.155029,13.564178,-2352.310547,-2910.339844,1845.109741,-2396.504395,-2579.367188,11.201446,-1229.959717,-2477.863037,1845.030396,-1275.965698
382,3.183000,-4064.597656,2059.534424,-1901.082397,-4155.547852,2070.975342,-1910.031128,-4082.184814,2070.852295,-1773.796143,-4149.297363,2081.132568,-1784.864624,-4156.316406,1288.489624,-4265.122070,-3632.246582,21.667089,-3739.608154,-2928.483887,1236.786987,-3394.302734,-3476.389404,634.149780,393.135345,-3063.050293,1877.667969,593.777954,-2855.387695,638.101013,-848.767456,-2456.316162,1877.840088,-659.386475,-6638.442383,254.260956,35.742897,-5234.364746,1100.023071,-53.209534,-4302.154785,1102.016724,-106.214996,,,,,,,,,,-3639.803467,200.640305,2684.561768,,,,1704.380005,380.738037,370.334381,,,,,,,,,,-3026.164307,13.539951,-2352.336914,-2910.341553,1845.112305,-2396.523926,-2579.403809,11.240610,-1229.968628,-2477.859619,1845.007935,-1275.978027
383,3.191000,-4064.445557,2059.605957,-1901.357422,-4155.544434,2070.982910,-1910.019409,-4082.171387,2070.846191,-1773.798584,-4149.286621,2081.167236,-1784.895020,,,,,,,,,,-3476.362793,634.179443,393.130920,-3063.045410,1877.690918,593.778076,-2855.385742,638.118774,-848.763123,-2456.602539,1878.673584,-659.627136,-6638.423340,254.324081,35.755939,-5234.353027,1100.051392,-53.204529,-4302.127930,1102.048218,-106.201485,-4156.321777,1288.516968,-4265.148438,-3632.240234,21.681702,-3739.639160,-2926.406006,1238.457764,-3389.921631,-3639.836670,200.647247,2684.540283,,,,1705.043823,380.819031,370.612366,,,,,,,,,,-3026.166992,13.566849,-2352.297119,-2910.341309,1845.136841,-2396.519775,-2579.401367,11.255909,-1229.974487,-2477.867188,1845.036377,-1275.982544
