Format Version,1.23,Take Name,Take 2022-05-04 11.17.58 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-05-04 11.17.58.611 AM,Capture Start Frame,127059,Total Frames in Take,6785,Total Exported Frames,6785,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,SensorHead:Marker1,SensorHead:Marker1,SensorHead:Marker1,SensorHead:Marker2,SensorHead:Marker2,SensorHead:Marker2,SensorHead:Marker3,SensorHead:Marker3,SensorHead:Marker3,SensorHead:Marker4,SensorHead:Marker4,SensorHead:Marker4,Unlabeled 1016,Unlabeled 1016,Unlabeled 1016
,ID,"C2A167B7CBC511ECB1695D6E8D90CDB9","C2A167B7CBC511ECB1695D6E8D90CDB9","C2A167B7CBC511ECB1695D6E8D90CDB9","C2A167B6CBC511ECB1695D6E8D90CDB9","C2A167B6CBC511ECB1695D6E8D90CDB9","C2A167B6CBC511ECB1695D6E8D90CDB9","C2A167B5CBC511ECB1695D6E8D90CDB9","C2A167B5CBC511ECB1695D6E8D90CDB9","C2A167B5CBC511ECB1695D6E8D90CDB9","C2A167B4CBC511ECB1695D6E8D90CDB9","C2A167B4CBC511ECB1695D6E8D90CDB9","C2A167B4CBC511ECB1695D6E8D90CDB9","2448CDDB6ACBC311EC","2448CDDB6ACBC311EC","2448CDDB6ACBC311EC"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-772.653503,1010.134216,482.045807,-737.957703,1005.529297,558.961792,-671.119812,1000.323792,560.109619,-671.821472,1003.920532,435.719208,,,
1,0.008000,-772.654297,1010.141968,482.042053,-737.955566,1005.547302,558.953491,-671.115051,1000.344299,560.119507,-671.831421,1003.936035,435.717316,,,
2,0.016000,-772.672241,1010.149597,482.030762,-737.956055,1005.547424,558.941589,-671.117676,1000.361450,560.099487,-671.827271,1003.938049,435.705414,,,
3,0.025000,-772.672119,1010.155701,482.023254,-737.972473,1005.551453,558.918945,-671.174683,1000.394226,560.107483,-671.834106,1003.948547,435.712433,,,
4,0.033000,-772.674866,1010.152710,482.035034,-737.949768,1005.549072,558.925171,-671.118103,1000.362732,560.095642,-671.853943,1003.959534,435.704651,,,
5,0.041000,-772.664429,1010.164368,482.041138,-737.959839,1005.557800,558.921753,-671.161926,1000.393494,560.109558,-671.846802,1003.956665,435.720245,,,
