Format Version,1.23,Take Name,Take 2022-04-30 06.08.04 PM,Take Notes,l515_ouster_mocap_1.bag
,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-30 06.08.05.035 PM,Capture Start Frame,474404,Total Frames in Take,6418,Total Exported Frames,6418,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
66,0.550000,-1843.597046,1017.110229,723.133972,-1798.955688,1010.975220,793.646484,-1732.108398,1006.193848,786.588257,-1748.271484,1010.668396,663.469421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.558000,-1843.616943,1017.118835,723.172974,-1798.986572,1010.973694,793.626343,-1732.122314,1006.195679,786.573547,-1748.276489,1010.642883,663.498108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.566000,-1843.611694,1017.088318,723.189087,-1798.967041,1010.942810,793.624390,-1732.109619,1006.178955,786.599731,-1748.278442,1010.634766,663.511780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.575000,-1843.596191,1017.082947,723.202881,-1798.965454,1010.922058,793.646545,-1732.112671,1006.169067,786.602905,-1748.252075,1010.632751,663.513184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.583000,-1843.578247,1017.075684,723.213562,-1798.974365,1010.945312,793.667480,-1732.112671,1006.145691,786.638245,-1748.248657,1010.637024,663.505615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.591000,-1843.572632,1017.066711,723.186523,-1798.975220,1010.902283,793.639404,-1732.109131,1006.145020,786.645752,-1748.258423,1010.624390,663.501648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.600000,-1843.585938,1017.083313,723.205688,-1798.941406,1010.934814,793.674927,-1732.119751,1006.139282,786.637268,-1748.257080,1010.636230,663.519958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.608000,-1843.584961,1017.090942,723.190308,-1798.977295,1010.938782,793.632202,-1732.115112,1006.148682,786.606689,-1748.252197,1010.627625,663.514099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.616000,-1843.588745,1017.093628,723.171387,-1798.976807,1010.964172,793.645935,-1732.114868,1006.178162,786.584351,-1748.277222,1010.645386,663.492981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.625000,-1843.583984,1017.080322,723.143799,-1798.980713,1010.972961,793.640930,-1732.101807,1006.196350,786.596130,-1748.272827,1010.656616,663.480652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.633000,-1843.584351,1017.087952,723.143433,-1798.969849,1010.985840,793.635498,-1732.120361,1006.197815,786.599426,-1748.291870,1010.664490,663.478882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.641000,-1843.591919,1017.097839,723.137207,-1798.984253,1010.980835,793.652649,-1732.125977,1006.221191,786.601379,-1748.294800,1010.658264,663.480774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
